Employee_id,Age,Gender,Department,JobRole,Attrition,DistanceFromHome,JobLevel,JobInvolvement,MonthlyIncome,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,FirstName,LastName
497,21,Male,Sales,Sales Representative,No,22,1,3,3447,No,0,3,2,3,2,2,Hailey,Batz
498,44,Male,Research & Development,Manager,No,3,5,3,19513,Yes,1,26,2,2,2,1,Jimmie,Hammes
499,22,Male,Research & Development,Research Scientist,No,6,1,3,2773,No,0,3,3,2,2,2,Keon,Witting
500,33,Male,Sales,Sales Executive,No,8,2,3,7104,No,0,6,3,5,0,2,Jayden,Hane
501,32,Female,Research & Development,Research Scientist,No,9,2,3,6322,Yes,1,6,2,6,4,5,Hailie,Balistreri
502,30,Female,Research & Development,Research Scientist,No,3,1,3,2083,No,1,1,2,1,0,0,Maddison,Powlowski
503,53,Female,Sales,Sales Executive,No,1,2,3,8381,No,0,18,2,14,7,10,Bridgette,Kautzer
504,34,Male,Research & Development,Research Scientist,No,1,1,3,2691,No,1,10,4,10,9,8,Jimmie,Kunde
505,45,Female,Sales,Sales Executive,Yes,26,2,3,4286,No,2,5,4,1,1,0,Corene,Walker
506,26,Female,Research & Development,Laboratory Technician,No,6,1,3,2659,Yes,1,3,2,3,2,2,Agnes,Schoen
507,37,Male,Research & Development,Manufacturing Director,No,3,3,3,9434,No,1,10,2,10,7,8,William,Jones
508,29,Female,Sales,Sales Executive,No,3,2,3,5561,No,1,6,5,6,0,2,Ashtyn,Gleichner
509,35,Male,Research & Development,Research Scientist,No,6,2,1,6646,No,0,17,3,17,11,8,Johnathon,McGlynn
510,33,Male,Research & Development,Healthcare Representative,No,6,2,3,7725,No,1,15,2,13,11,7,Roman,Schaden
511,54,Male,Human Resources,Human Resources,No,19,3,3,10725,No,1,16,1,9,7,1,Benjamin,Schumm
512,36,Male,Research & Development,Manufacturing Director,No,9,2,2,8847,Yes,1,13,2,3,2,2,Jeffery,Satterfield
513,27,Male,Research & Development,Research Scientist,No,3,1,2,2045,No,0,5,0,4,2,1,Dashawn,Feest
514,20,Male,Research & Development,Research Scientist,Yes,10,1,3,1009,Yes,0,1,5,1,0,1,Carson,Hauck
515,33,Male,Research & Development,Research Scientist,Yes,3,1,3,3348,Yes,0,10,3,10,8,7,Walter,Feest
516,35,Male,Research & Development,Laboratory Technician,No,3,1,2,1281,No,2,1,3,1,0,0,Hadley,Schroeder
517,23,Male,Research & Development,Research Scientist,No,4,1,4,2819,No,1,5,3,3,2,2,Jaime,Bednar
518,25,Male,Sales,Sales Executive,No,8,2,4,4851,No,1,4,4,3,2,2,Kristian,Cartwright
519,38,Female,Sales,Sales Executive,No,7,2,2,4028,No,0,8,2,7,7,5,Jacky,Conn
520,29,Male,Research & Development,Research Scientist,No,1,1,1,2720,No,1,10,5,10,7,8,Rafael,Hermiston
521,48,Male,Sales,Sales Executive,No,2,2,4,8120,No,0,12,3,2,2,2,Cecil,Turner
522,27,Female,Sales,Sales Executive,No,3,2,4,4647,Yes,2,6,3,6,5,4,Rebekah,Yundt
523,37,Male,Research & Development,Research Scientist,No,10,1,4,4680,No,0,4,2,1,0,0,Glen,White
524,50,Male,Research & Development,Laboratory Technician,No,28,1,4,3221,Yes,3,20,3,20,8,8,Mallory,Dare
525,34,Female,Research & Development,Healthcare Representative,No,9,3,2,8621,No,0,9,3,8,7,7,Madalyn,Mann
526,24,Female,Sales,Sales Executive,Yes,3,2,3,4577,No,0,4,3,2,2,0,Vickie,Hahn
527,39,Female,Research & Development,Healthcare Representative,No,2,2,2,4553,No,0,20,4,20,7,10,Madeline,Streich
528,32,Male,Sales,Sales Executive,No,10,2,3,5396,No,0,10,2,10,7,8,Otho,Shanahan
529,50,Male,Sales,Sales Executive,Yes,8,2,3,6796,Yes,1,18,4,4,3,3,Alec,Nicolas
530,38,Female,Research & Development,Healthcare Representative,No,1,2,4,7625,No,0,10,4,9,7,8,Elda,Bernier
531,27,Female,Research & Development,Manufacturing Director,No,1,3,3,7412,No,0,9,3,9,7,7,Alfreda,Reichel
532,32,Female,Research & Development,Research Director,No,3,3,3,11159,No,0,10,6,7,7,7,Palma,Smitham
533,47,Male,Sales,Sales Executive,No,14,2,3,4960,No,0,20,2,7,7,7,Adrian,Graham
534,40,Male,Sales,Sales Executive,No,5,3,2,10475,Yes,1,20,2,18,13,12,Melany,Mraz
535,53,Male,Research & Development,Research Director,No,7,4,4,14814,No,0,32,3,5,1,3,Doris,Runte
536,41,Male,Human Resources,Manager,No,10,5,2,19141,No,3,23,2,21,6,6,Flavio,Heaney
537,60,Male,Sales,Sales Executive,No,16,2,3,5405,No,0,10,1,2,2,2,Tavares,Ruecker
538,27,Male,Research & Development,Manufacturing Director,No,10,3,3,8793,No,2,9,4,9,7,7,Ray,Johnson
539,41,Male,Human Resources,Manager,No,1,5,2,19189,No,1,22,3,22,7,10,Eli,Bahringer
540,50,Male,Sales,Sales Representative,No,8,1,3,3875,No,1,4,2,2,2,2,Jaylon,Bayer
541,28,Female,Research & Development,Research Scientist,Yes,1,1,1,2216,Yes,0,10,4,7,7,7,Emilie,Schroeder
542,36,Female,Research & Development,Research Director,No,8,3,4,11713,No,1,10,2,8,7,5,Dorris,Hettinger
543,38,Female,Research & Development,Manufacturing Director,No,1,3,3,7861,Yes,0,10,4,1,0,0,Alexane,Wehner
544,44,Male,Research & Development,Laboratory Technician,No,24,1,1,3708,No,0,9,5,5,2,4,Adolf,Mertz
545,47,Female,Sales,Sales Executive,No,3,4,3,13770,Yes,2,28,2,22,2,13,Althea,Johns
546,30,Male,Sales,Sales Executive,No,27,2,3,5304,No,1,10,2,8,7,7,Eldon,Koch
547,29,Male,Sales,Sales Representative,No,10,1,3,2642,No,0,1,6,1,0,0,Ernesto,Jenkins
548,42,Male,Research & Development,Research Scientist,Yes,19,1,4,2759,Yes,0,7,2,2,2,2,Arlo,Grady
549,43,Male,Sales,Sales Executive,No,15,2,2,6804,No,1,7,5,2,2,2,Dedrick,Wisozk
550,34,Female,Research & Development,Healthcare Representative,No,8,2,3,6142,No,0,10,2,5,1,3,Leatha,West
551,23,Male,Research & Development,Laboratory Technician,No,9,1,3,2500,No,1,5,2,4,3,2,Kadin,Robel
552,39,Female,Human Resources,Human Resources,No,3,2,4,6389,No,1,12,3,8,3,6,Laila,Wintheiser
553,56,Male,Research & Development,Healthcare Representative,No,9,4,3,11103,No,0,30,1,10,7,1,Johnnie,Doyle
554,40,Female,Research & Development,Research Scientist,No,2,1,2,2342,Yes,0,5,2,4,2,3,Blanca,Stoltenberg
555,27,Female,Research & Development,Healthcare Representative,No,7,2,2,6811,No,0,9,2,7,6,7,Laura,Torphy
556,29,Male,Sales,Sales Representative,No,10,1,3,2297,No,2,2,2,2,2,2,Darrel,Jakubowski
557,53,Male,Research & Development,Laboratory Technician,No,6,2,3,2450,No,0,19,4,2,2,2,Desmond,Legros
558,35,Female,Research & Development,Healthcare Representative,No,2,2,3,5093,No,1,16,2,1,0,0,Marcelle,Simonis
559,32,Male,Research & Development,Laboratory Technician,No,24,2,3,5309,No,2,10,2,10,8,7,Jessy,Denesik
560,38,Male,Research & Development,Research Scientist,No,2,1,3,3057,Yes,1,6,0,1,0,1,Jaquan,Schmidt
561,34,Female,Research & Development,Manufacturing Director,No,8,2,3,5121,No,1,7,3,0,0,0,Melisa,Daugherty
562,52,Male,Sales,Manager,No,3,4,2,16856,No,0,34,3,34,6,16,Maynard,OReilly
563,33,Male,Research & Development,Research Scientist,Yes,1,1,3,2686,Yes,0,10,2,10,9,8,Doris,Smith
564,25,Female,Sales,Sales Executive,No,26,2,3,6180,No,0,6,5,6,5,4,Verdie,Kovacek
565,45,Male,Sales,Sales Representative,No,2,2,1,6632,No,0,9,3,8,7,1,Evan,OConner
566,23,Male,Research & Development,Research Scientist,No,10,1,4,3505,No,0,2,3,2,2,2,Paul,Marquardt
567,47,Female,Sales,Sales Executive,Yes,27,2,4,6397,Yes,0,8,2,5,4,3,Nelle,Brekke
568,34,Male,Sales,Sales Executive,No,2,2,3,6274,No,0,6,5,6,5,4,Randal,Luettgen
569,55,Male,Research & Development,Manager,Yes,2,5,3,19859,Yes,1,24,2,5,2,4,Ethel,Larson
570,36,Male,Sales,Sales Executive,No,8,3,2,7587,No,0,10,1,10,7,9,Deon,Strosin
571,52,Male,Research & Development,Research Scientist,No,19,1,3,4258,No,1,5,3,4,3,2,Jarvis,Walsh
572,26,Female,Research & Development,Laboratory Technician,No,1,1,1,4364,No,1,5,2,2,2,0,Guadalupe,Cartwright
573,29,Female,Research & Development,Healthcare Representative,No,27,2,3,4335,No,1,11,3,8,7,1,Jennyfer,OHara
574,26,Male,Sales,Sales Executive,Yes,8,2,2,5326,No,0,6,2,4,3,2,Jayden,Kiehn
575,34,Female,Research & Development,Research Scientist,No,1,1,4,3280,No,0,10,2,4,2,3,Jewel,Marquardt
576,54,Female,Research & Development,Manufacturing Director,No,19,2,3,5485,Yes,2,9,4,5,3,4,Zena,Mann
577,27,Male,Sales,Sales Executive,No,8,2,3,4342,No,1,5,3,4,2,1,Garrett,Dach
578,37,Female,Research & Development,Research Scientist,No,10,1,3,2782,Yes,2,6,3,5,3,3,Imelda,McClure
579,38,Female,Research & Development,Manufacturing Director,No,2,2,4,5980,Yes,0,17,2,15,7,12,Estrella,Mertz
580,34,Female,Research & Development,Research Scientist,No,2,1,2,4381,No,0,6,3,6,5,3,Laisha,Graham
581,35,Female,Sales,Sales Representative,No,8,1,3,2572,No,1,3,1,3,2,2,Michelle,Abbott
582,30,Male,Research & Development,Laboratory Technician,No,1,1,1,3833,No,2,7,2,2,2,2,Rodger,Jerde
583,40,Female,Research & Development,Healthcare Representative,No,2,2,4,4244,No,1,8,2,8,7,7,Shanie,Lynch
584,34,Female,Sales,Sales Executive,No,8,2,3,6500,No,1,6,1,3,2,2,Birdie,Ritchie
585,42,Male,Research & Development,Manager,No,8,5,3,18430,No,1,24,4,24,7,9,Jesse,Kuvalis
586,23,Male,Research & Development,Laboratory Technician,Yes,6,1,4,1601,Yes,2,1,2,0,0,0,Joshua,Nienow
587,24,Male,Research & Development,Laboratory Technician,No,9,1,2,2694,No,3,1,4,1,0,0,Alan,Dicki
588,52,Female,Research & Development,Laboratory Technician,No,11,2,3,3149,No,1,9,3,5,2,4,Chanel,Pfeffer
589,50,Male,Research & Development,Research Director,No,2,4,3,17639,No,0,30,3,4,3,3,Mac,Schiller
590,29,Female,Research & Development,Laboratory Technician,Yes,1,1,2,2319,Yes,1,1,1,1,0,0,Tanya,Abbott
591,33,Male,Research & Development,Research Director,No,7,3,3,11691,No,0,14,3,13,9,7,Gianni,Larkin
592,33,Female,Sales,Sales Executive,Yes,16,2,3,5324,No,0,6,3,3,2,2,Kaela,Gorczany
593,47,Female,Research & Development,Manager,No,2,4,3,16752,Yes,1,26,3,26,14,0,Tara,Heidenreich
594,36,Female,Research & Development,Manufacturing Director,No,1,2,3,5228,No,1,10,2,9,7,5,Muriel,Hyatt
595,29,Male,Research & Development,Research Scientist,No,23,1,4,2700,No,1,10,3,10,7,7,Joel,Kessler
596,58,Male,Research & Development,Research Director,Yes,2,5,3,19246,Yes,0,40,2,31,15,8,Bobbie,Wiegand
597,35,Female,Research & Development,Research Scientist,No,1,1,4,2506,No,0,7,0,2,2,2,Tressa,Cole
598,42,Female,Research & Development,Manufacturing Director,No,1,2,2,6062,Yes,1,8,4,4,3,2,Kaitlyn,Gulgowski
599,28,Male,Research & Development,Research Scientist,Yes,2,1,3,4382,No,0,5,3,2,2,1,Vito,Klocko
600,36,Male,Human Resources,Human Resources,No,13,1,3,2143,No,1,8,2,5,2,4,Domingo,Emard
601,32,Female,Research & Development,Manufacturing Director,No,4,2,2,6162,No,1,14,3,14,13,8,Freda,Lemke
602,40,Male,Research & Development,Laboratory Technician,No,16,2,2,5094,No,0,10,6,1,0,0,Isaiah,Ward
603,30,Female,Research & Development,Manufacturing Director,No,2,2,2,6877,Yes,0,12,4,0,0,0,Vicenta,Deckow
604,45,Female,Research & Development,Research Scientist,No,2,1,2,2274,No,0,1,3,1,0,0,Lou,Schowalter
605,42,Male,Research & Development,Manufacturing Director,No,29,2,3,4434,No,1,10,3,9,8,8,Ari,Gaylord
606,38,Male,Research & Development,Healthcare Representative,No,12,2,2,6288,No,1,13,3,4,3,2,Antwon,Hyatt
607,34,Female,Research & Development,Research Scientist,No,16,1,2,2553,No,0,6,3,5,2,3,Herta,McLaughlin
608,49,Female,Sales,Sales Executive,Yes,11,3,3,7654,No,2,9,3,9,8,7,Nadia,Casper
609,55,Male,Sales,Sales Executive,Yes,2,2,3,5160,No,0,12,3,9,7,3,Trevion,Runte
610,43,Male,Research & Development,Research Director,No,14,4,3,17159,No,1,22,3,4,1,0,Tyrese,Windler
611,27,Male,Research & Development,Research Director,No,5,3,2,12808,Yes,1,9,3,9,8,8,Dion,McKenzie
612,35,Male,Research & Development,Manufacturing Director,No,7,3,3,10221,No,0,17,3,8,5,6,Jan,Sipes
613,28,Female,Sales,Sales Executive,No,2,2,3,4779,Yes,0,8,2,8,7,5,Lucie,Douglas
614,34,Male,Human Resources,Human Resources,No,3,1,3,3737,No,1,4,1,3,2,2,Adelbert,Romaguera
615,26,Female,Research & Development,Research Scientist,Yes,5,1,2,2366,Yes,1,8,2,8,7,7,Alvera,Streich
616,27,Male,Research & Development,Research Scientist,No,3,1,3,1706,No,3,0,6,0,0,0,Baylee,Ebert
617,51,Female,Sales,Manager,No,26,4,3,16307,No,1,29,2,20,6,17,Rosalia,Oberbrunner
618,44,Male,Research & Development,Healthcare Representative,No,4,2,3,5933,No,0,10,2,5,2,3,Hunter,Marvin
619,25,Male,Research & Development,Research Scientist,No,2,1,4,3424,No,0,6,3,4,3,1,Kristopher,Ebert
620,33,Male,Sales,Sales Executive,No,1,2,4,4037,No,1,9,5,9,8,8,Gust,Schiller
621,35,Female,Research & Development,Research Scientist,No,27,1,2,2559,No,0,6,3,6,5,1,Maureen,Bednar
622,36,Male,Sales,Sales Executive,No,1,2,3,6201,Yes,1,18,1,18,14,11,Fernando,Mosciski
623,32,Male,Sales,Sales Executive,No,13,2,3,4403,No,1,8,3,5,2,3,Reggie,Wisoky
624,30,Male,Research & Development,Research Scientist,No,5,1,2,3761,No,1,10,3,5,4,3,Ellsworth,Weber
625,53,Female,Sales,Sales Executive,No,7,3,2,10934,Yes,1,35,3,5,2,4,Stephania,Shields
626,45,Male,Sales,Sales Executive,No,9,3,3,10761,Yes,1,18,2,5,4,2,Zion,Wuckert
627,32,Female,Research & Development,Research Scientist,No,8,2,4,5175,No,1,9,3,5,3,3,Mae,Kessler
628,52,Female,Research & Development,Manufacturing Director,No,25,4,2,13826,No,0,31,3,9,8,0,Bonnie,Leannon
629,37,Male,Sales,Sales Executive,No,16,2,2,6334,No,2,9,2,1,0,0,Leopoldo,Roob
630,28,Male,Human Resources,Human Resources,No,8,1,2,4936,No,1,6,6,5,1,4,Tristian,Hartmann
631,22,Male,Research & Development,Manufacturing Director,No,1,2,2,4775,No,2,4,2,2,2,2,Chandler,Durgan
632,44,Male,Research & Development,Laboratory Technician,No,8,1,4,2818,Yes,1,10,2,3,2,2,Percy,Skiles
633,42,Male,Research & Development,Research Scientist,No,2,1,3,2515,Yes,0,8,2,2,1,2,Narciso,Olson
634,36,Male,Human Resources,Human Resources,No,8,1,2,2342,No,0,6,3,5,4,3,Hector,Turcotte
635,25,Male,Sales,Sales Executive,No,3,2,3,4194,Yes,0,5,3,5,3,3,Llewellyn,Hand
636,35,Female,Research & Development,Manufacturing Director,No,9,3,2,10685,Yes,1,17,2,17,14,15,Katelynn,Smitham
637,35,Female,Research & Development,Research Scientist,Yes,25,1,3,2022,Yes,1,10,3,10,2,8,Leonora,Reichert
638,32,Male,Research & Development,Laboratory Technician,No,1,1,3,2314,No,1,4,2,3,0,2,Kelton,Nitzsche
639,25,Male,Sales,Sales Executive,No,4,2,2,4256,No,0,5,1,5,2,3,Gregorio,Franecki
640,49,Female,Research & Development,Research Scientist,No,1,1,3,3580,No,1,7,2,4,2,2,Sadie,Rogahn
641,24,Male,Research & Development,Laboratory Technician,No,4,1,2,3162,No,0,6,2,5,2,4,Doris,Armstrong
642,32,Male,Sales,Sales Executive,No,5,2,3,6524,No,1,10,3,10,8,3,Irving,Gulgowski
643,38,Male,Sales,Sales Representative,No,9,1,2,2899,No,1,3,3,2,2,2,Steve,Jacobson
644,42,Female,Research & Development,Laboratory Technician,No,3,2,4,5231,Yes,1,17,1,5,3,3,Edwina,Kemmer
645,31,Male,Research & Development,Research Scientist,No,11,1,3,2356,Yes,1,8,2,6,4,2,Earnest,Grant
646,29,Female,Sales,Sales Representative,Yes,1,1,2,2800,Yes,3,5,3,3,2,2,Alessia,Marvin
647,53,Male,Sales,Sales Executive,No,8,4,3,11836,No,1,28,3,2,0,2,Matt,Osinski
648,35,Male,Research & Development,Manufacturing Director,No,25,3,2,10903,No,0,16,2,13,10,8,Jasmin,Hettinger
649,37,Female,Sales,Sales Representative,No,21,1,3,2973,No,1,10,3,5,4,0,Zetta,McLaughlin
650,53,Female,Research & Development,Research Director,No,23,4,3,14275,No,0,33,0,12,9,8,Alison,Mueller
651,43,Female,Research & Development,Healthcare Representative,No,1,2,3,5562,No,1,12,2,5,2,2,Kaia,Bednar
652,47,Female,Sales,Sales Executive,No,2,2,3,4537,Yes,1,8,2,7,6,7,Eldridge,Green
653,37,Male,Sales,Sales Executive,No,19,3,3,7642,Yes,0,10,2,10,0,9,Gay,Littel
654,50,Male,Research & Development,Manager,No,2,4,3,17924,No,1,31,3,31,6,7,Domenico,Wolff
655,39,Female,Human Resources,Human Resources,No,2,2,2,5204,No,2,13,2,5,4,4,Bethel,Shields
656,33,Male,Human Resources,Human Resources,No,3,1,3,2277,Yes,1,7,4,4,3,3,Rodrigo,Kemmer
657,32,Male,Research & Development,Laboratory Technician,Yes,25,1,3,2795,Yes,0,1,2,1,0,1,Jamil,Beier
658,29,Female,Research & Development,Laboratory Technician,No,7,1,2,2532,No,3,8,5,4,3,3,Abby,Paucek
659,44,Male,Research & Development,Research Scientist,No,9,1,3,2559,Yes,0,8,0,8,7,1,Jefferey,Miller
660,28,Male,Sales,Sales Executive,No,5,2,3,4908,No,0,4,3,4,2,2,Fredy,Gutmann
661,58,Male,Research & Development,Laboratory Technician,Yes,2,1,2,2380,Yes,1,3,3,1,0,0,Mark,Walker
662,43,Female,Research & Development,Manufacturing Director,No,8,2,3,4765,No,1,4,2,1,0,0,Lori,Funk
663,20,Female,Sales,Sales Representative,Yes,2,1,2,2044,No,0,2,3,2,2,2,Bernice,Hyatt
664,21,Female,Research & Development,Research Scientist,Yes,18,1,3,2693,No,0,1,3,1,0,0,Vida,Shields
665,36,Male,Research & Development,Healthcare Representative,No,14,2,3,6586,Yes,1,17,2,16,8,11,Clair,Hyatt
666,47,Female,Sales,Sales Representative,No,2,1,2,3294,Yes,0,3,3,3,2,2,Amiya,Padberg
667,22,Female,Research & Development,Manufacturing Director,Yes,3,2,3,4171,Yes,1,4,3,3,2,2,Kaitlin,Barrows
668,41,Female,Research & Development,Laboratory Technician,Yes,2,1,1,2778,Yes,1,10,1,7,7,0,Aletha,Watsica
669,28,Female,Research & Development,Research Scientist,No,9,1,3,2377,No,1,6,2,2,2,2,Sylvia,West
670,39,Male,Research & Development,Laboratory Technician,Yes,6,1,3,2404,Yes,0,8,2,2,2,2,Quinton,Keebler
671,27,Female,Research & Development,Research Scientist,No,4,1,3,2318,No,0,1,2,1,1,0,Crystal,Olson
672,34,Male,Research & Development,Laboratory Technician,No,10,1,3,2008,No,2,1,3,1,0,0,Francis,Price
673,42,Female,Sales,Sales Executive,No,14,2,2,6244,No,0,10,6,5,4,3,Eloise,Franecki
674,33,Male,Research & Development,Research Scientist,No,1,1,2,2799,Yes,0,6,1,3,2,2,Raymundo,Larson
675,58,Female,Research & Development,Healthcare Representative,No,5,3,2,10552,Yes,1,24,3,6,0,4,Bianka,Bogan
676,31,Male,Sales,Sales Representative,No,7,1,2,2329,No,0,13,2,7,7,2,Jorge,Schultz
677,35,Female,Research & Development,Healthcare Representative,No,21,2,3,4014,Yes,1,10,2,10,6,7,Abbie,Roob
678,49,Female,Research & Development,Laboratory Technician,No,8,3,3,7403,No,1,29,3,26,9,7,Agustina,Bailey
679,48,Male,Research & Development,Research Scientist,No,20,1,3,2259,No,2,13,2,0,0,0,Newell,Feeney
680,31,Female,Sales,Sales Executive,No,20,2,3,6932,No,1,9,2,9,8,0,Elena,Hermann
681,36,Male,Research & Development,Research Scientist,No,7,1,3,4678,No,0,8,6,6,2,1,Don,Waelchi
682,38,Female,Research & Development,Research Director,No,1,3,3,13582,No,1,15,3,15,12,11,Leora,Wiza
683,32,Female,Research & Development,Laboratory Technician,No,1,1,2,2332,No,0,5,3,3,0,2,Alisa,Ullrich
684,25,Male,Sales,Sales Representative,Yes,19,1,2,2413,Yes,3,1,2,1,0,0,Sanford,Rohan
685,40,Male,Sales,Sales Executive,No,10,3,2,9705,No,1,11,2,1,0,0,Haley,Bashirian
686,26,Male,Sales,Sales Executive,No,1,2,2,4294,No,0,7,2,7,7,7,Jamey,Keebler
687,41,Male,Research & Development,Laboratory Technician,No,6,1,3,4721,Yes,0,20,3,18,13,17,Sigurd,Terry
688,36,Male,Research & Development,Laboratory Technician,No,2,1,3,2519,No,0,16,6,11,8,9,Lonzo,Dibbert
689,19,Male,Sales,Sales Representative,Yes,21,1,2,2121,Yes,0,1,3,1,0,0,Taylor,Kling
690,20,Male,Research & Development,Laboratory Technician,Yes,4,1,3,2973,No,0,1,2,1,0,0,Mario,Kuhic
691,31,Female,Research & Development,Healthcare Representative,No,12,2,3,5855,Yes,2,10,2,9,7,5,Anika,Kozey
692,40,Male,Research & Development,Research Scientist,No,9,1,3,3617,Yes,1,3,2,1,1,0,Carol,Weissnat
693,32,Female,Research & Development,Manufacturing Director,No,3,2,3,6725,No,1,8,2,8,7,3,Marilyne,Heidenreich
694,36,Male,Sales,Sales Executive,Yes,3,3,2,10325,Yes,1,16,6,16,7,7,Stephen,Ruecker
695,33,Female,Research & Development,Healthcare Representative,No,1,2,2,6949,No,0,6,3,5,0,4,Delores,Cremin
696,37,Male,Sales,Sales Executive,Yes,1,3,2,10609,No,0,17,2,14,1,7,Darrion,Runolfsdottir
697,45,Male,Research & Development,Laboratory Technician,No,4,2,3,4447,No,0,9,5,9,7,8,Bill,Harris
698,29,Female,Sales,Sales Representative,No,20,1,3,2157,No,1,3,5,3,1,2,Candice,Considine
699,35,Female,Sales,Sales Executive,No,18,2,3,4601,No,0,5,3,5,2,0,Marietta,Sanford
700,52,Male,Research & Development,Manager,No,1,4,3,17099,No,1,26,2,9,8,8,Quinton,Rolfson
701,58,Male,Research & Development,Research Scientist,Yes,2,1,3,2479,No,0,7,4,1,0,0,Jasper,Kautzer
702,53,Male,Sales,Manager,No,2,4,3,14852,No,1,22,3,17,13,2,Newton,Bruen
703,30,Male,Sales,Sales Executive,No,8,3,3,7264,No,1,10,2,8,4,7,Zachery,Walker
704,38,Female,Sales,Sales Executive,No,10,2,3,5666,Yes,0,6,1,5,3,3,Petra,Streich
705,35,Male,Sales,Sales Executive,No,3,3,3,7823,No,1,12,2,10,9,8,Jonas,Heidenreich
706,39,Male,Sales,Sales Executive,No,2,3,4,7880,No,0,9,3,8,7,7,Elias,Welch
707,40,Female,Sales,Sales Executive,Yes,24,4,4,13194,Yes,0,22,2,1,0,0,Naomi,Wilderman
708,47,Male,Research & Development,Manufacturing Director,No,16,2,4,5067,Yes,0,20,3,19,10,7,Oswaldo,Kessler
709,36,Male,Sales,Sales Executive,No,8,2,3,5079,No,2,12,3,7,7,7,Winfield,McKenzie
710,31,Male,Research & Development,Research Scientist,Yes,9,1,2,2321,Yes,0,4,0,3,2,2,Ismael,Torphy
711,33,Male,Sales,Manager,No,17,4,3,17444,No,0,10,2,10,8,0,Dennis,Hahn
712,29,Female,Research & Development,Research Scientist,Yes,10,1,2,2404,Yes,0,3,5,0,0,0,Allison,Torp
713,33,Female,Research & Development,Research Scientist,No,13,1,3,3452,No,0,5,4,3,2,2,Josiane,Nader
714,45,Female,Research & Development,Laboratory Technician,No,1,1,3,2270,No,2,8,2,5,3,2,Luisa,Skiles
715,50,Male,Research & Development,Research Director,No,1,4,3,17399,No,1,32,1,5,4,3,Giovanny,Kuhn
716,33,Female,Research & Development,Healthcare Representative,No,1,2,4,5488,Yes,1,6,2,6,5,2,Helen,Barton
717,41,Male,Research & Development,Research Director,No,9,5,3,19419,No,1,21,2,18,16,11,Lucio,Stiedemann
718,27,Female,Research & Development,Laboratory Technician,No,16,1,3,2811,No,1,4,2,2,2,2,Orie,Marquardt
719,45,Male,Research & Development,Laboratory Technician,No,23,2,3,3633,Yes,1,9,2,9,8,8,Bailey,Davis
720,47,Female,Sales,Sales Executive,No,4,2,3,4163,Yes,0,9,0,9,0,7,Jacklyn,Littel
721,30,Female,Research & Development,Research Scientist,Yes,22,1,3,2132,Yes,0,7,2,5,2,1,Kari,Hickle
722,50,Male,Research & Development,Manufacturing Director,No,24,4,3,13973,Yes,1,22,2,12,11,5,Marcos,Padberg
723,38,Male,Research & Development,Research Scientist,No,10,1,3,2684,No,1,3,0,2,1,2,Geovanni,Kunze
724,46,Male,Research & Development,Manufacturing Director,No,7,3,3,10845,No,1,13,3,8,7,7,Leon,Watsica
725,24,Female,Research & Development,Manufacturing Director,No,17,2,2,4377,No,2,5,6,4,2,2,Laury,Wisozk
726,35,Male,Research & Development,Laboratory Technician,Yes,14,1,2,3743,Yes,1,5,2,4,2,2,Jackson,Mitchell
727,31,Female,Research & Development,Manufacturing Director,No,1,2,3,4148,No,1,4,1,4,3,3,Stacey,Gutmann
728,18,Male,Research & Development,Research Scientist,No,5,1,3,1051,No,0,0,2,0,0,0,Harley,Jerde
729,54,Female,Research & Development,Manufacturing Director,No,17,3,3,10739,No,1,22,2,10,7,8,Aryanna,Boehm
730,35,Female,Research & Development,Healthcare Representative,No,25,3,3,10388,Yes,1,16,3,16,10,1,Eldora,Hoppe
731,30,Female,Research & Development,Research Director,No,8,3,4,11416,Yes,3,9,4,8,7,7,Thea,Dickens
732,20,Female,Research & Development,Research Scientist,Yes,11,1,2,2600,Yes,0,1,2,1,0,0,Rae,Monahan
733,30,Female,Research & Development,Laboratory Technician,Yes,5,1,3,2422,No,0,4,3,3,2,2,Burdette,Upton
734,26,Male,Research & Development,Manufacturing Director,No,2,2,4,5472,No,0,8,2,8,7,3,Louisa,Romaguera
735,22,Male,Research & Development,Laboratory Technician,No,8,1,1,2451,No,1,4,3,4,3,1,Ethel,Hirthe
736,48,Male,Research & Development,Healthcare Representative,No,6,2,2,4240,No,0,19,0,2,2,2,Edd,Ullrich
737,48,Male,Research & Development,Healthcare Representative,No,4,3,2,10999,No,0,27,3,15,11,8,Einar,Douglas
738,41,Female,Research & Development,Manufacturing Director,No,7,2,3,5003,No,0,8,6,2,2,1,Violet,Barrows
739,39,Female,Research & Development,Manufacturing Director,No,1,4,2,12742,No,1,21,3,21,6,8,Marcella,Hirthe
740,27,Female,Research & Development,Manufacturing Director,No,2,2,3,4227,No,1,4,2,3,2,2,Isabell,OReilly
741,35,Male,Research & Development,Laboratory Technician,No,10,1,3,3917,No,1,3,4,3,2,2,Brain,Bernier
742,42,Male,Sales,Manager,No,5,5,3,18303,No,0,21,3,1,0,0,Willard,Dickinson
743,50,Male,Research & Development,Laboratory Technician,No,9,1,3,2380,No,0,8,5,1,0,0,Lula,Mohr
744,59,Female,Research & Development,Manufacturing Director,No,2,4,2,13726,Yes,0,30,4,5,3,3,Marjorie,Schaefer
